,Average Training Accuracy,Average Training Loss,Average Training Precision,Average Training Sensitivity,Average Training Specificity,Average Training F1,Average Training JS,Average Training Dice Coefficient,Epochs
76,0.968533935546875,0.6331759095191956,0.9536435077444648,0.9536435077444648,0.9899848389083561,0.9130881631030827,0.8407089135660609,0.9130886619382731,77
77,0.96936083984375,0.6327784767150879,0.9560038483192196,0.9560038483192196,0.9905392022990646,0.9157657051333495,0.8452096482918097,0.9157662039176594,78
78,0.9687437744140625,0.6330109000205993,0.9552692656037799,0.9552692656037799,0.9905307123825396,0.9148190289914139,0.8434244861948317,0.9148195277043152,79
79,0.969574462890625,0.6326839351654052,0.956720351232183,0.956720351232183,0.9905989640689107,0.9165084847553652,0.8463661100342587,0.9165089836415721,80
80,0.969026123046875,0.6329081673622131,0.9549255956214598,0.9549255956214598,0.9904765299160723,0.9149706985738892,0.8436934520160545,0.9149711974687261,81
81,0.968170166015625,0.6333431949615479,0.953003052613211,0.953003052613211,0.9898373011046357,0.9123658258846226,0.8393018506480187,0.9123663247288547,82
82,0.969738525390625,0.6326561517715454,0.9548333633300219,0.9548333633300219,0.9904373132681248,0.9170990853482441,0.8472819756365783,0.9170995843820189,83
83,0.968175048828125,0.6333046479225158,0.9532122526033259,0.9532122526033259,0.9900239848443709,0.9119067793131003,0.8386377552291848,0.9119072780661517,84
84,0.9665111083984375,0.6340558004379272,0.9492617613790516,0.9492617613790516,0.9894448577727181,0.9072406416965917,0.8313435178294473,0.9072411402725029,85
85,0.9691400146484375,0.6329144434928894,0.9543856605505301,0.9543856605505301,0.9902380601129509,0.9154572982400055,0.8445438076367984,0.9154577972265272,86
86,0.970767822265625,0.6322333073616028,0.9566250369560119,0.9566250369560119,0.9905758553307544,0.9200577875454918,0.8522689537752638,0.9200582866101483,87
87,0.9716590576171875,0.6318029189109802,0.9593834649515758,0.9593834649515758,0.9910822165414497,0.9235453185486839,0.858289636935203,0.9235458176519855,88
88,0.9713331298828125,0.6319646053314208,0.9571269056410836,0.9571269056410836,0.9908315092236469,0.9213618131676471,0.8545698792592382,0.9213623122965442,89
89,0.9723782958984375,0.6315117306709289,0.9600658968229528,0.9600658968229528,0.9911760826787344,0.9247774379626303,0.8604023636516258,0.9247779370773141,90
90,0.9721519775390625,0.6316385531425476,0.9576594940362704,0.9576594940362704,0.9909242099328631,0.9237582582805678,0.8586246612317515,0.9237587575079839,91
91,0.971597412109375,0.6318396301269531,0.9581601094747739,0.9581601094747739,0.9909297886321307,0.9217656089306026,0.8552955779161683,0.9217661080003943,92
92,0.97084619140625,0.6321706380844117,0.9569800684652165,0.9569800684652165,0.9907252841122715,0.9207388476995291,0.8536076140719739,0.9207393467478934,93
93,0.962992431640625,0.63560121011734,0.9449840323358227,0.9449840323358227,0.9882962607726962,0.8991533189157511,0.8176729708023877,0.8991538171588666,94
94,0.9640660400390625,0.6350507826805115,0.9478806088101384,0.9478806088101384,0.9889605089484426,0.9011684511818767,0.8208251309470193,0.9011689496806841,95
95,0.972462158203125,0.6315048208236694,0.959097309537021,0.959097309537021,0.9910480428028086,0.9252748547184116,0.8612282376737473,0.925275353929603,96
96,0.9736275634765625,0.6309862408638001,0.9606731305601255,0.9606731305601255,0.991407079131153,0.9275028892738169,0.8651639560701483,0.9275033884972733,97
97,0.974367431640625,0.6306376447677612,0.962236927474752,0.962236927474752,0.9917822606428103,0.9303981807480086,0.8701436346471282,0.930398680039856,98
98,0.974883544921875,0.6304666204452515,0.9615252406811426,0.9615252406811426,0.9916161179493714,0.9311534762034288,0.8715400179721361,0.9311539755255579,99
99,0.97566259765625,0.6300906720161438,0.9639756182182504,0.9639756182182504,0.9921544425575838,0.933914425607129,0.8762844218643268,0.9339149249774122,100
100,0.97613623046875,0.6299062051773071,0.9644185924992235,0.9644185924992235,0.9921570915282889,0.9352433287248011,0.878603933726013,0.9352438281319959,101
101,0.9772232666015624,0.6294297471046447,0.9666909602297965,0.9666909602297965,0.992544489108179,0.9384432511396888,0.8841788917496812,0.9384437506813071,102
102,0.9772933349609375,0.6294050154685974,0.9661799406438324,0.9661799406438324,0.9925021001706145,0.9383918235657055,0.8841499939196014,0.9383923230836234,103
103,0.977109130859375,0.6295125336647034,0.9651542759244249,0.9651542759244249,0.9922820925864182,0.9378168041545056,0.8831033788055723,0.9378173036831688,104
104,0.977398193359375,0.6293768348693848,0.9661800612114904,0.9661800612114904,0.9924551219909166,0.938336725801114,0.8840796627956575,0.9383372253080456,105
105,0.9785645751953125,0.628878583908081,0.9674410069569708,0.9674410069569708,0.9927897808247764,0.9419808420619924,0.890490878552176,0.9419813416464136,106
106,0.979057373046875,0.6286513237953186,0.9681809618846612,0.9681809618846612,0.992969523375536,0.9428150690885313,0.8920433523412679,0.9428155686859817,107
107,0.9788895263671875,0.6287294688224793,0.9679052856641446,0.9679052856641446,0.9928336046940923,0.942038071247922,0.8906743564004824,0.942038570850881,108
108,0.9789967041015625,0.6286629424095154,0.9690285808296785,0.9690285808296785,0.9929877461381076,0.9428660433077303,0.8921252073765381,0.9428665428950508,109
109,0.9797852783203125,0.6283295860290528,0.969817070589092,0.969817070589092,0.9932499803797925,0.9456836353749832,0.8970915705311817,0.945684135032185,110
110,0.9802049560546875,0.6281879181861878,0.9696954903281553,0.9696954903281553,0.9932103391170695,0.9467947645756538,0.8991391468537102,0.9467952642153565,111
111,0.9803980712890625,0.6281151986122131,0.9694812954922913,0.9694812954922913,0.9931447186729668,0.9470789143454454,0.8996365091059575,0.947079414058905,112
112,0.980517333984375,0.6280302057266235,0.9700049655525932,0.9700049655525932,0.9933826782702475,0.9469862138199421,0.8994800922345968,0.9469867134816178,113
113,0.9815791015625,0.6275535244941711,0.9723680974009155,0.9723680974009155,0.9937539822492252,0.9502768306381577,0.9054039847365464,0.9502773303571559,114
114,0.9821268310546875,0.6273214311599732,0.9730491618819961,0.9730491618819961,0.9939333271125408,0.9518198884048871,0.9082041449401876,0.9518203881501079,115
115,0.9820789794921875,0.6273283762931824,0.9729324242513896,0.9729324242513896,0.9939480146243596,0.9513267055529975,0.9073250789371112,0.9513272052757313,116
116,0.9823096923828125,0.6272708444595337,0.9727866181076377,0.9727866181076377,0.9938308240695509,0.9522606943425459,0.9090118439384292,0.9522611940901438,117
117,0.9823385009765625,0.6272379970550537,0.9729748602827454,0.9729748602827454,0.9939827037206708,0.9522568363639068,0.9089966139591245,0.9522573360994945,118
118,0.983367431640625,0.6267937088012695,0.9743659099875565,0.9743659099875565,0.9942185697731917,0.9551077924116129,0.9141843914038291,0.9551082922057714,119
119,0.9839171142578125,0.6265493769645691,0.975121392796097,0.975121392796097,0.9944704861092052,0.9563784897041615,0.916531529608006,0.9563789895233124,120
120,0.98423779296875,0.6264066820144654,0.9761804537996468,0.9761804537996468,0.9945682033679574,0.9574837295223975,0.9185531609225495,0.9574842293269755,121
121,0.9844010009765625,0.6263146467208862,0.9766103585947462,0.9766103585947462,0.9947282033223108,0.9577448290501501,0.9190483852044062,0.9577453288444964,122
122,0.9849041748046875,0.6261040987968445,0.9768887512317124,0.9768887512317124,0.994816726987354,0.9593637679003829,0.9220049567748321,0.9593642677423125,123
123,0.9851417236328125,0.6260125451087951,0.977436125711209,0.977436125711209,0.9948738935099384,0.9598632577239359,0.9229196833422166,0.9598637575615071,124
124,0.985710693359375,0.6257707233428955,0.9782712260825928,0.9782712260825928,0.9950353645700867,0.961954931744154,0.9267751241385075,0.9619554316101785,125
